 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Label
31949,690130,29,39,3161,10837,231,12,424.4992755930084,339.1129305963082,354,19,732.4460079685801,323.7459739958823,822385.291804951,6326.040619514417,0,0,0,1,0,0,1,1,0.6277319339346754,BruteForce
8090,80074,14,13,13954,11195,571,44,841.4040942010029,298.2604931912551,947,16,74.76327658596894,181.190535322877,516423.06745921855,4110.1273908175735,1,1,0,0,0,0,0,1,1.2046447350036311,BENIGN
38376,421948,48,30,3907,9780,158,38,491.0530992716427,482.6170821111073,1489,38,991.1411087076298,14.612749617710431,488466.2943325033,7126.666876364375,0,0,1,0,1,0,0,1,0.7446912911815216,BENIGN
59198,67261,21,13,13381,11374,680,3,695.8449217698343,229.30248408185733,1131,55,430.3272923055565,263.7305924950882,278241.27175729285,846.2032276594211,0,0,1,1,1,1,0,1,1.2419052518380589,BENIGN
60169,430443,32,2,4048,12527,996,9,97.91581693731104,262.06661355220365,1087,7,606.8805902637868,113.17151581434922,486197.3895736991,2273.968458855239,1,0,1,0,0,1,1,0,1.4099906539829614,DDoS
37839,143749,28,24,14305,12880,124,47,580.2274502218042,91.7115575335696,1263,18,841.0189271400084,209.1786886382918,766716.6062334614,996.1245593325924,1,0,1,0,1,0,0,1,1.1699563816159646,BENIGN
40375,312283,41,16,5491,12008,1279,2,921.1298115675776,278.7229150786327,1150,88,467.14922503661904,424.65757955645006,117939.40250562204,4000.113397420111,0,1,0,1,1,1,0,0,1.7642872683085944,BENIGN
20952,838531,47,11,11674,11883,599,55,665.3236210507183,273.3377720531678,1061,63,808.0777503712766,296.58475651215207,221611.57989378908,5060.177166474122,0,0,0,0,0,1,1,0,1.0854548811527422,BENIGN
45607,221973,39,45,2252,7298,915,65,568.2137406541138,355.93229109706886,1077,18,524.3192311049005,441.2919369986215,106101.7220640234,6074.783333745673,0,1,0,1,1,1,1,0,1.168587477187789,BENIGN
59121,443325,29,3,7893,394,747,89,225.14982611870917,281.56808706521343,62,69,167.05996146694133,388.7899471616602,513825.3683193817,1901.3012337652767,0,1,1,1,0,0,0,0,1.8220780947317297,BENIGN
25042,306650,49,38,1051,4479,382,64,450.1126922534282,369.42649868274304,759,61,564.8785432514607,150.0697331102978,802635.2553551676,9937.255835416674,0,0,1,1,1,0,1,0,1.4947955781683206,DDoS
21752,225161,6,29,8062,12920,1028,14,192.0332075446613,306.94083894316344,761,40,354.2457312873336,448.2544610906919,287270.4671209823,5043.918956752793,0,1,0,1,0,0,1,1,0.8346698221416629,BENIGN
20550,67696,17,13,8653,9598,581,24,97.42636138021014,113.86265127949024,875,34,312.96645726034603,273.1751616714627,934859.9253404676,5491.265296815387,1,0,1,1,1,1,1,1,1.327192685767573,BENIGN
47177,50768,48,14,9035,14977,136,74,246.06334139056,240.4372240035018,203,57,409.6852839056496,496.1933394455461,163120.44585670417,96.07489782167396,1,1,1,0,1,0,0,0,1.4817291044980323,DoS
35215,644319,23,39,14136,967,1281,8,787.3442709003417,459.8317653731603,337,10,538.5237087104003,331.9100919314543,777880.4471555302,4370.370780681807,0,1,0,1,0,1,0,0,1.781801499059558,BENIGN
62084,559551,29,44,230,9720,794,91,902.1865904381503,434.5751085716416,1139,74,228.21786418280567,461.969365689848,614063.6993002186,6236.779057440109,1,0,1,1,0,1,0,0,1.1802559767695184,BENIGN
44994,863562,46,17,301,14568,325,57,279.1464358966218,149.9536331178289,1169,18,549.1027157956044,345.27058984433233,882841.4201301843,7125.3717045673775,1,1,0,0,1,1,0,1,1.7552447653912426,BENIGN
56557,458299,8,44,472,8564,987,46,545.2043661328624,472.3907188645245,434,17,500.819105125765,121.28949032892204,86927.62193646363,7319.041672359789,0,0,0,1,1,0,0,0,1.138752613229488,BENIGN
4951,724239,27,41,14880,2002,501,13,443.3644344794256,232.0903035285135,688,27,566.272929114798,448.9552510953828,110003.53154139196,3257.287593600476,0,1,0,1,0,0,1,1,0.7159997665820955,BENIGN
32974,616066,39,46,108,7192,26,64,104.20546449773568,173.92006642965583,1107,86,248.76741345505377,9.314755036229425,927749.112107636,9774.941068424308,0,1,1,0,0,1,0,0,1.2309587807393143,DoS
36996,777500,27,44,12950,11557,823,67,189.9101180734104,116.86344900243876,118,83,346.3986836887246,463.9289141190894,684086.2420760539,6657.995081218326,0,0,1,1,1,0,1,1,0.9529252646218952,BENIGN
6742,418496,43,17,14605,8813,1433,36,683.2115325328044,130.48556351788224,728,76,920.9291275335404,66.93896168275919,925920.1027849234,116.5606426140286,1,0,0,0,1,1,0,1,1.1109022400858144,BENIGN
34028,41972,14,18,13442,1801,1284,82,422.1413754496193,97.52142257133508,797,82,307.2972065960574,333.4764456039274,305320.9439468142,8707.652777632531,0,0,0,1,0,0,0,1,1.4837089730255464,BENIGN
57364,114832,1,37,4823,14957,619,9,441.5365394441856,144.7594790562075,686,99,740.2136571025229,17.18439330934187,907013.6294675422,7742.456353600954,1,0,0,0,1,1,1,1,1.030226962670248,DoS
44059,23285,29,15,11911,13212,1478,84,71.05155876729546,232.7327882841857,1030,52,911.5649102381068,464.42919165535216,85379.70068802158,4304.517523983973,1,0,0,1,1,1,1,0,0.9167688876173582,BENIGN
22720,442940,25,47,8829,13005,695,60,436.53510949343735,221.61088315812785,169,58,542.2272176771207,396.4738079549927,935619.5640799848,9828.549614373858,1,0,0,1,1,0,0,1,1.9917682207795175,BENIGN
55700,437786,11,19,756,2984,1075,18,555.5055771451534,55.05696814992085,578,65,330.60262357211167,241.96635029763507,494968.8631746882,4533.662052736474,0,1,0,1,0,1,0,0,0.653410698146325,BENIGN
35260,594306,49,16,8176,11216,635,37,470.4595721582358,176.51505627252837,651,23,425.22624956729135,72.66150778531771,295712.25398261315,5481.320593738435,1,0,0,0,1,1,1,1,0.9638256387555084,BENIGN
31916,688726,6,1,14832,14747,1361,88,707.2276568187982,202.4241243456791,606,18,145.61217459636435,313.90164655635306,923109.1386258756,1231.3788814694124,0,1,1,0,0,1,1,1,0.5735519781383558,BENIGN
34580,666166,29,11,13100,7252,459,85,915.21422210124,162.47560301007798,1436,68,708.7216693373547,498.6918875890319,17760.93655127943,3055.3690578274777,0,1,0,0,1,1,0,0,1.6494062201913309,BENIGN
52280,670612,31,28,5534,6907,992,76,527.5078147267585,383.9217577006233,107,33,230.38788691457432,71.97403075583995,791864.1795524424,3955.991938629637,0,1,0,1,1,0,1,1,1.9240897538923,BENIGN
32499,728745,8,42,14948,10636,288,40,134.13976513382607,300.1343845219633,948,19,216.32404792148265,447.2115044565272,838698.6526078002,3782.6731317813496,1,0,0,1,0,0,0,0,0.7536349142295078,BENIGN
24047,523376,27,23,9550,3407,26,82,331.2233239445798,294.82945102813443,1033,12,705.4173239287113,84.05583726037273,642690.2879372931,4861.251329918659,1,1,1,1,0,0,1,0,1.1422306313680803,BENIGN
22317,973166,8,12,332,10539,314,59,984.0793646487788,148.034120474655,1274,30,754.6623147094115,204.0506828170743,868255.4876101334,9421.698449103733,0,1,0,0,1,0,1,0,1.1762000483326407,BENIGN
209,166473,36,40,8053,4056,734,43,604.0354037888936,275.88252680024533,1220,24,933.7915673375436,350.9970605341421,576595.6147540362,1546.9705341203055,0,1,1,1,1,1,0,1,1.314686940249748,BENIGN
14089,721865,38,19,3646,582,1188,68,609.7511372799894,413.348730082976,356,93,589.4303114754473,318.0088151627896,762813.621895466,1108.7283320436902,1,1,1,0,0,1,1,1,1.42628991953322,BENIGN
24920,529226,30,18,6458,2959,569,5,535.931414729268,466.6589019266596,965,35,886.6196193108345,471.1719144038802,782772.6720214649,7929.310096501626,1,1,1,0,0,1,0,1,0.8907320683748448,PortScan
34981,112357,43,31,9323,8445,673,3,208.49632269979293,382.17502357559096,508,85,574.7072002227244,301.2992084341764,272731.0528752579,7538.745880598602,1,1,1,0,0,1,1,0,1.1352416188487138,BENIGN
33375,819133,47,31,2104,423,1282,6,569.3546732174273,69.24371229554586,1460,19,606.7109094767441,455.598950008195,721124.2182935795,8036.358954139673,0,0,0,1,1,0,1,1,0.7451494204220721,DDoS
48633,292582,4,24,10618,4258,217,7,972.237585773519,199.1848297441517,909,56,982.609625153384,271.7475607033619,107184.38033552546,2023.710370473836,0,1,1,1,1,1,1,0,1.5613181829078326,PortScan
9415,105723,8,21,9507,5372,630,76,598.0810632238735,327.2963163628789,1334,19,362.162303243052,276.1211878041939,477680.65938119305,5958.422077710634,1,0,0,0,0,1,0,1,1.7561963850026132,DDoS
49176,86653,23,5,9267,8291,835,13,559.7269374602594,83.3284350237357,800,82,856.2535305387862,69.08423281468322,255746.7562688929,6911.660746069332,0,1,0,1,0,1,1,0,1.646484315714758,BENIGN
8051,623065,21,2,2944,1252,301,57,544.9760460419541,323.6484027626034,303,66,561.3229286489743,397.5276692334998,523534.2405110039,4965.464192567211,1,1,1,1,1,1,0,1,1.5708227225214806,DoS
19724,946183,32,26,12763,13474,1082,19,984.945127051482,323.3162059884532,578,76,59.05021238786018,419.7808650583727,847914.6232504619,1211.685855403631,1,1,0,0,0,1,0,0,1.5753767894356447,PortScan
63870,84028,30,46,1484,6022,690,52,314.51772760716085,359.62528290703705,475,25,339.9543488706626,311.1511509303025,324683.5673678113,7187.8147358159,0,1,0,1,0,0,0,0,1.5155321695050237,PortScan
30375,86366,19,23,5817,12142,1256,18,402.9435964813946,183.23241930761048,195,31,117.67867948046906,343.5081878924279,773392.8498413995,1965.3128827928283,0,0,0,1,0,1,0,1,1.3721534441968315,BENIGN
13343,162983,11,26,13831,13018,1265,29,876.5524334538187,349.0088929998941,639,56,763.945518186691,113.24184622031072,930052.8348439148,4865.517640613032,0,0,1,0,1,0,1,1,0.8255345808717611,BENIGN
16384,664561,19,16,6365,9736,223,65,280.2094437340054,258.77855695772166,953,83,234.11403034452005,19.756307812643936,552282.3601429291,4314.251625747313,1,1,0,0,1,1,1,1,1.234594143922045,BENIGN
19236,147604,26,44,6684,3402,1440,11,826.6233436993833,233.0285536317984,275,60,284.79134447354795,420.8292140467424,845753.2930017681,6109.098548724205,0,1,0,1,0,0,0,0,1.7216431021842962,BENIGN
29307,321910,40,2,2041,13359,256,51,328.9925926905144,213.8925991686329,602,99,717.6071535137353,73.94284420640886,385181.18368219305,7703.43901939275,0,1,1,1,1,1,0,0,1.436814154495422,BENIGN
5257,61368,1,43,4429,2909,1231,80,937.8301689161176,419.31885892254303,1196,60,186.49261453703173,63.8929514191957,782152.2068870513,6335.497771407476,0,0,0,1,1,0,1,0,0.6286517070251743,BENIGN
27504,743964,12,28,14432,14903,974,26,902.8722124361184,491.60528035642926,1140,52,792.4714444929295,278.40456675964805,195956.71569065392,5355.182820861327,1,1,0,1,1,0,1,1,1.3683190464810953,BruteForce
29995,752255,49,23,13363,4366,813,65,886.7111482204799,485.5415403316696,556,4,113.05744043018812,496.56653977509353,297085.1419712243,6515.832725052007,0,1,1,0,0,1,0,0,0.7726735211557061,BENIGN
15933,193719,33,43,605,13004,429,81,348.0484959024212,399.47122504260176,1137,12,776.0728702453555,396.2882291011614,357498.29798481875,8331.6086296883,0,0,1,1,0,0,0,1,0.5176696009580255,BENIGN
27461,359347,10,45,896,12505,426,11,531.8768798116571,39.44899803954816,192,82,376.2092658176793,369.8681530109404,156791.0569346221,6945.496727380013,0,1,0,1,1,0,0,0,0.5704088623478408,DDoS
34369,327253,30,28,9006,4312,538,96,191.9153194326665,89.89893383577099,1442,98,345.1618250422134,218.69509271407983,926436.6064485932,8295.720019997847,1,0,1,1,1,0,0,0,0.628716917660332,BENIGN
38161,498686,2,6,6658,1294,1328,24,819.5658428177662,324.32323559311334,905,38,187.74243990256997,224.9718281480104,725255.2657528364,3429.297715400678,0,0,1,0,1,1,0,0,1.900825054707892,BENIGN
26666,937842,18,36,1169,9036,1389,57,207.46156461903212,349.65042027376387,879,63,66.8291640335208,82.31725697324339,516472.7112708864,8595.594342454004,1,1,1,0,0,0,1,1,1.8991628114755543,BENIGN
49297,885156,35,3,11438,4321,528,35,237.7873900305555,331.1231766776249,902,82,575.7282855224153,366.5011121056213,755437.0673661192,8242.493252369171,1,1,1,0,0,1,1,1,1.1997856950602237,BENIGN
25597,202090,45,7,8076,1241,1260,6,736.5694769766098,435.0311591875519,1101,98,460.88810150444624,114.21198891164062,571079.7330593602,8055.072035168562,0,1,0,0,0,0,1,0,1.285942603272329,BruteForce
16799,245015,46,2,2244,967,684,8,859.2449683779865,317.83571534507706,978,73,668.8029747925709,221.9860484925566,492923.1985144184,3915.58588511438,0,1,1,0,0,1,0,1,1.839666684841247,BENIGN
47377,831292,35,40,14448,12086,1436,87,758.2279310851341,496.1249986519627,692,98,768.8956974693457,99.70612383177613,454671.45027618966,7609.4992513330835,0,1,1,1,0,1,0,0,0.7354296214367653,BENIGN
52507,527760,48,6,12840,2159,1409,31,158.57672154501373,77.45608964073772,759,41,788.4250087182098,269.2562644497316,823372.800943272,4513.788226483641,0,0,0,1,0,1,1,1,1.0511179138779734,BENIGN
51853,330818,31,15,1461,9351,969,52,53.9207969408737,330.4095545498583,700,84,587.5952682403108,243.3450211229279,211991.2888577004,2949.75625502842,0,1,1,1,1,1,1,0,1.001613047875572,BENIGN
27365,445359,20,17,10638,12856,1465,81,436.5209021623348,236.77207002585305,1252,44,210.99325593480305,387.1504013516913,601356.3533613322,2559.232639017511,0,1,0,0,1,1,0,0,0.9550688849001384,BENIGN
33332,84572,10,24,5329,1614,1498,46,215.6836096636509,11.988723575484851,1238,68,754.4337969191108,346.4180144744279,160291.4033653221,7889.670444320479,1,0,1,0,0,0,1,0,1.2938716958939789,DDoS
26634,572644,21,25,14579,9355,18,16,331.4429656509449,237.16214312363,1170,88,370.0822390147252,68.07380483900532,39253.094810823415,7372.949633840595,0,0,0,0,1,1,1,0,1.04773678139784,BENIGN
56110,884057,25,9,7671,1165,383,95,244.9236917254027,140.62534723393208,996,48,161.7639164235233,364.0164559692989,913304.7672913668,3824.642559069339,0,1,1,1,1,0,1,0,0.9339383219464932,BENIGN
25544,339744,3,1,2067,1838,66,56,87.5318584812571,474.635045438657,523,71,106.08672029430636,145.86451443481883,30596.64661390829,7857.966705475285,0,0,1,0,0,1,1,1,1.8254166068465425,DDoS
7110,959005,11,30,13140,3530,594,74,929.6825534477748,238.2579428233728,1113,2,414.546128678252,226.9651646066799,677812.0858173663,9920.835729657278,1,1,0,1,0,0,0,1,1.6354665949866256,BruteForce
63724,83561,12,31,12072,11791,746,74,495.8378465420067,31.22158849281991,1338,63,416.8775969134912,358.33528159000565,625361.6636260618,6576.658389541623,0,1,1,1,0,1,0,0,1.599144055661619,BENIGN
3393,796658,4,44,8033,12446,336,17,664.208343841696,107.90473528197354,1394,60,908.2269604782124,112.48030432952376,370503.6650750642,844.2428159804803,0,1,0,0,0,1,1,1,1.833710741135124,BENIGN
37103,30901,28,18,8929,928,1100,1,582.2668066133664,306.88023496589267,131,65,268.604001681848,55.07423143493332,626876.9449291709,2792.3101216664318,1,1,0,1,1,1,0,0,1.6201961543680112,DDoS
7990,670439,15,21,9970,11684,640,78,55.36949959912549,420.7304884736507,67,58,201.6603930507356,118.521603093011,840151.2044543319,2193.451136098204,0,1,1,1,1,0,0,0,0.7618057078925327,BENIGN
47672,588677,28,20,14049,4426,258,91,556.0586916377704,100.01242249219698,18,75,863.425392191712,418.4797212538338,17421.31663233862,1262.1690227033837,1,1,0,1,0,0,0,0,1.0365174998529612,PortScan
39373,430784,4,4,9662,8810,216,61,693.3311874890227,436.2800892706104,592,18,303.38066185895497,7.355724834602984,559788.2649303237,127.85985507445474,1,0,0,0,0,1,1,0,1.3158085333399017,BENIGN
20082,121125,35,35,8109,12328,56,27,639.1464073472963,413.9001347026681,389,13,303.6261158342061,118.67554550386429,473414.5270685806,5120.809381856716,0,1,0,0,1,0,1,1,0.538613384579212,PortScan
38585,870478,11,23,12160,14393,500,72,823.3493301003582,216.0090485959948,289,56,739.449684508586,168.06571489801036,399202.35448546347,8468.282806666894,1,1,1,1,0,0,1,0,1.441358594955905,BENIGN
58057,492927,19,4,8877,4244,1296,51,459.2879273537525,280.8716858497292,676,21,846.6230124631829,178.8188803377573,115937.65303172528,1561.4359131423028,1,0,1,0,1,0,0,1,0.8889572862363768,DDoS
4991,289911,9,18,10592,4702,213,57,344.0908846263199,205.7329718257503,664,99,361.5824805993319,495.2265950741839,988498.6578888072,4946.154137226262,1,0,1,1,0,0,0,0,0.9536170943765744,BENIGN
10879,643487,23,5,13654,11103,874,57,996.0098695297152,380.5098963826114,176,56,54.19589947538351,466.3681894540275,184290.91874647728,5799.26076159762,1,0,0,0,0,1,1,0,1.8941057382663609,PortScan
13101,221096,22,37,4475,11331,604,78,138.7602735003743,264.3672303294284,575,69,181.4847527236761,418.5203161658624,924065.4229863128,6910.754404817545,1,1,0,0,1,1,0,0,0.5139955322910037,BENIGN
15666,177833,8,22,13504,3037,57,13,60.47668005545532,490.8972745430043,1177,23,830.3320363396368,428.8487835394711,347827.3318299527,5448.340441468893,0,0,0,1,1,0,1,0,1.2772434314520913,BENIGN
57163,38924,11,16,7651,8083,190,24,856.7967029050278,48.44081415705876,789,60,605.2937967457552,252.44758892724545,229305.4084962618,5973.204992440279,1,0,0,0,1,0,0,0,1.5840338419802462,BruteForce
40314,999702,12,43,13750,4940,384,44,414.9844756796786,29.821291420546054,1432,6,507.9901238707304,36.7749686821233,923483.1997120765,1101.7155093745484,1,1,1,1,1,0,0,0,1.8810485364286111,BENIGN
55700,437786,11,19,756,2984,1075,18,555.5055771451534,55.05696814992085,578,65,330.60262357211167,241.96635029763507,494968.8631746882,4533.662052736474,0,1,0,1,0,1,0,0,0.653410698146325,BENIGN
10421,324948,34,5,6175,4643,789,19,216.54699861898192,59.077801162251205,415,50,833.9857355928744,411.4921997485103,262208.8552625857,8320.853810257311,0,0,0,0,1,1,0,1,1.1437173549980504,DoS
53242,557686,22,2,8211,5009,210,81,609.4964660819812,382.0290781701209,774,72,275.41766116688336,294.89240025601634,847219.311787148,3654.544732322997,0,0,0,1,0,1,0,0,0.7840355078912823,BENIGN
24353,957860,17,5,12233,12169,301,23,330.63058048654864,482.3277914157973,701,26,821.0320583392731,264.3171049869566,251914.6548077017,4906.219466212191,0,0,1,0,1,0,1,1,0.8543531511919704,DoS
60615,786714,8,37,3368,2839,673,95,160.3717362612964,300.3481389315783,558,32,491.3458386882408,98.12886479912972,2233.290078285643,1189.4927979255283,1,1,0,1,0,1,0,1,1.0452401315821356,BENIGN
55477,93809,15,34,7868,13479,1332,92,533.7829879777314,207.0920530935808,202,59,492.2389888724289,382.1646059753731,339224.4459507873,9404.9083021127,0,1,0,0,0,0,1,1,1.8638314153894384,BENIGN
44753,72494,2,3,174,4101,283,27,732.2662329024212,477.191626294094,1498,4,945.6784846612516,397.713834866551,169924.9746659814,9627.088440974489,0,0,0,0,1,1,1,0,0.8508322724137181,PortScan
58842,431414,23,32,12487,7965,882,81,836.5164590416111,159.0402599554164,1275,11,744.6724376840442,306.15959767291486,789410.5570417859,6468.066116870622,0,0,0,1,0,0,0,0,1.9026712019253345,BENIGN
6660,162003,38,21,1177,13097,1357,37,635.6553906141822,53.882719497435744,1078,97,425.0434437964431,130.94027859463932,231871.921619354,1611.6359352556458,0,0,1,0,1,1,1,1,1.1537692469753371,BENIGN
32625,631229,30,4,10033,139,1273,1,208.3361767686257,161.97089703168533,754,36,78.75887883633116,405.9500170149555,547050.6149317827,117.42787509820384,0,0,1,1,0,0,0,1,1.3437370746763015,DDoS
62419,56778,25,41,273,6782,944,2,444.6730505251119,388.31254965517326,9,70,911.452065349583,446.5000188226777,430564.9185459088,9181.246454775146,0,0,1,1,1,1,0,1,1.8259524924288704,DDoS
61087,971130,43,30,5,3846,467,21,530.0654316690863,329.5190058661954,867,91,257.2662274640735,81.97925378430102,871031.4692622904,7226.731750369103,1,1,1,1,0,0,0,0,1.669483827104146,BENIGN
2218,132504,17,41,13276,5913,1481,90,278.50833219014964,239.4021252149508,194,8,229.2708534053037,150.117160461803,951590.8926671651,6865.385343317362,0,1,1,0,0,1,1,0,1.0553254638413174,BENIGN
41939,338042,47,19,12356,5998,993,7,288.9373876925808,401.9505941667114,1022,99,245.1520937654996,431.59837788742897,535861.7039230661,2221.7062182945137,0,0,1,1,0,1,1,0,1.7180963011844748,BENIGN
58117,678557,9,9,3498,4608,602,23,724.4006617123808,112.65475516217413,285,99,306.639726469404,181.73011877736613,924577.927418014,8021.055357975379,0,0,1,1,0,1,0,0,1.2715671847167964,BENIGN
46704,517200,25,4,5251,6370,1210,19,543.144937917071,198.5723621320434,467,2,238.81532334237272,106.02216886844658,188742.54794543012,1278.3364551158036,1,1,0,0,0,1,0,1,1.076945407813457,PortScan
39587,209374,14,42,13248,392,768,9,907.6372453763177,454.02312249416553,142,34,520.1413590495933,231.44173060860533,606642.8377072209,9654.69709355979,0,1,1,1,0,0,0,0,1.506677432197307,BENIGN
28648,64255,2,16,5571,10927,852,76,324.8161270400218,93.74301700716804,1110,15,950.708817790409,345.48644270775884,995505.1287094882,5612.400007005666,0,0,0,1,1,1,1,1,0.8978309844856245,DDoS
20579,196502,15,13,710,8420,1245,11,547.4887799990358,147.66770356315416,19,17,621.1379152155973,371.4549272438364,648491.9827418961,1749.5769709087322,1,0,1,1,0,1,0,0,1.009045503919698,BENIGN
50905,187605,5,5,4710,6332,93,84,394.9722749651541,117.42755096797347,1237,16,438.0546045972961,196.42408699972125,991312.7553517,979.985294674683,1,1,0,0,0,1,1,0,1.172338863856769,BENIGN
12671,442633,7,30,5661,7408,111,39,309.3773558920664,212.9310214418263,813,45,672.3796533873443,352.4671197776503,224468.45118873127,6979.393111648063,1,1,1,1,1,0,1,0,1.8609171500991453,BENIGN
14327,749579,4,38,14350,12834,784,79,760.920291764718,385.1846135132572,1029,9,686.6057048327705,101.11378735698526,499150.9953638404,8334.66846303217,0,1,0,0,1,0,1,0,1.7105113219068024,DDoS
57063,451001,2,27,3128,12490,647,22,717.6437333076761,329.1415224050318,858,32,519.8807472773669,493.5268634692821,750150.36239954,2834.118568542632,0,0,1,0,1,0,0,1,0.8653214102868427,BENIGN
52280,670612,31,28,5534,6907,992,76,527.5078147267585,383.9217577006233,107,33,230.38788691457432,71.97403075583995,791864.1795524424,3955.991938629637,0,1,0,1,1,0,1,1,1.9240897538923,BENIGN
62288,892163,14,9,10771,5139,357,49,789.520957628656,110.31658343796929,147,17,742.0489082593812,355.8461726539487,792035.9547716485,6144.687200561227,0,0,1,0,0,0,0,0,0.6364012565284506,PortScan
26596,876264,22,13,808,13051,1327,70,272.8567231976391,498.4961138745636,831,96,751.6866247215231,235.90477371121088,577219.4151317234,8448.914404640513,1,0,0,1,0,0,1,0,1.5102095650182763,PortScan
43605,75714,21,40,642,1873,1213,17,839.8457908337956,397.64869074529446,632,89,623.1482092236257,182.10903426574757,861907.9404602234,9932.656416484571,0,0,1,1,1,0,0,0,1.7111804899485654,BENIGN
8157,505317,22,37,3992,1956,597,98,290.0992065859853,422.1573336204791,738,99,360.3934380929792,345.4575627765384,807234.5697702956,2044.741116301764,0,1,0,0,1,1,1,1,1.0770633095173658,PortScan
34257,969168,21,25,11753,9533,711,13,873.1428399259567,282.15941820183417,156,87,256.356530689235,90.04855366324959,509416.1287648612,5679.554091226442,1,1,1,0,1,0,0,0,1.7512506729878163,PortScan
62275,944190,14,32,5092,14422,1182,21,119.31991627940332,393.4632889755807,465,46,577.669237318785,406.7187006855209,804737.2592112834,1676.1679761757723,0,0,1,0,1,1,0,1,0.5622950437720766,BENIGN
55091,441125,30,41,8099,744,345,51,991.261288148641,375.14943594468986,1272,31,902.5899927350744,107.93640854641626,366290.5184372444,6987.58195752494,0,1,1,1,0,0,0,0,0.5903607452857556,BENIGN
8331,176038,16,34,14839,11502,342,34,755.3346860028787,166.96401090926994,214,93,287.13932095139705,344.6586636274255,661649.5391993442,533.3796273527955,0,0,0,1,1,0,1,1,1.2210187528782508,BENIGN
56198,294055,1,19,5905,1210,1375,52,52.33185712165201,95.32578389411852,401,23,141.30481449027153,207.71296789379363,252279.8590245609,7499.5362633062205,1,1,1,1,1,1,0,0,1.2502629486540706,BENIGN
10697,219725,21,6,4315,1243,416,13,593.4948261230438,483.8229902541426,1229,82,660.3027748946406,200.8730614477598,105420.85563907935,5713.164918430447,1,1,1,1,0,0,1,1,0.7438361597684784,BENIGN
58697,892169,24,48,11911,12161,625,87,277.6985473442839,276.4921809298356,335,48,442.09395577788,366.7690093504989,744773.1009940131,6999.560653573211,1,1,1,0,1,1,0,1,0.8268319775244279,DDoS
11633,656032,4,43,14350,6524,307,81,869.5403668152946,98.25540986324364,58,46,155.3851561010753,311.06607460460845,424606.41515168967,5666.776329921983,0,0,1,1,1,0,1,0,1.4750053703956394,BENIGN
63001,614107,11,8,11535,14440,889,15,845.0781134138274,134.9158699775207,886,72,770.6847098483172,234.64656461846863,231368.8354153329,5145.744626276885,0,1,0,0,0,1,1,1,1.3093253278656871,BENIGN
22691,224696,26,30,12577,6524,176,46,719.5560443255773,119.82438381810398,1498,31,732.033998592773,301.250622680873,490804.8982906771,9575.628726428797,0,0,0,0,1,1,0,0,1.97083088696856,BENIGN
37680,233783,3,14,5957,7333,590,42,557.2587195881872,479.5553819758722,830,68,929.7406089347518,317.97798983504447,619003.0637226475,5512.555880656929,0,1,1,1,1,1,0,0,0.8753454851792377,BENIGN
23772,251925,15,18,6795,1345,382,6,643.2036808251728,448.3562602557571,700,40,967.9962653085114,200.55392508357616,871311.4128245831,9570.25907638463,1,1,1,1,1,0,1,1,1.130800581092428,BENIGN
19085,950679,23,37,1426,12281,317,44,862.7116569611596,454.8029193199384,821,85,792.3723736902167,81.49700202442895,956425.3630890518,9645.173820460952,0,1,1,0,0,0,1,1,1.6386290753189363,BENIGN
942,124448,6,42,1621,4492,159,74,129.49693883531245,64.58956756343677,1333,31,855.5408698706972,51.330914032693855,895037.4462871554,4594.506394794233,1,1,1,1,0,1,0,1,1.5105173443330948,BENIGN
37698,612493,27,32,10215,14606,975,17,860.3083079900614,141.4861703054742,583,69,178.0181158363503,155.89082375587867,276847.95436968945,1990.0852082391336,0,0,1,0,0,1,0,1,0.6734052090064054,BENIGN
59221,866184,40,32,238,10042,1206,40,452.7047643971483,308.3631131118651,868,44,235.28751049639695,147.96820203701398,578514.028672432,6839.006109383009,0,1,0,0,1,1,1,1,1.088672958051619,BENIGN
38659,101440,21,11,4915,11333,1095,94,802.018542200789,311.59674120480423,1497,46,450.922513233022,422.6821876255344,651688.5976419694,8564.756090570561,1,1,0,1,0,1,1,0,0.7640351723550243,DDoS
50235,876314,24,33,6059,13445,1113,28,770.5329599436702,183.74174928863115,392,47,106.30914742957836,23.241651259266856,426220.6866393466,3109.5361204478613,0,1,1,0,1,1,0,0,0.6023735558522916,BENIGN
4768,700337,42,6,7631,6862,677,35,842.7500562894969,24.809722165807965,133,38,708.8501058646888,448.48569554982623,914822.3228486156,686.5795044540484,0,0,0,1,1,0,1,1,1.2928560391196424,BENIGN
120,709488,4,46,5340,3357,555,75,718.4837040387739,359.67958289237697,82,82,75.95680942037643,348.64763701653936,388146.441753167,5495.948950147739,0,1,1,1,0,1,1,1,1.8045209393946036,DoS
